Object Number,Title,Image ID
22472,Coin,112147.0
2507,Figurine Head,27553.0
38579,Kagemni Cartonnage Collar Trapping,103174.0
38495,Isis and Horus,82193.0
38880,Tetradrachm,86246.0
9657,Bowl Fragment with Floral Motif,109888.0
5894,Coin,111275.0
27477,Eye Bead Seal or Amulet,77790.0
17970,Coffin Base of Pashedkhonsu,10826.0
4231,"The Little Putney, No. 1",98029.0
13699,Peacock (?) Figurine,11389.0
32615,Samian Ware Bowl Fragment with Gladiators,39703.0
21791,Figure,26011.0
37469,Bangle,82265.0
25020,Finger Ring with Cameo of Philip II and His Mother Otacilia Severa,13505.0
21953,Lamp,30561.0
13056,Red-Figure Calyx-Krater Fragment with Heroic Battle,108916.0
32726,Comb,40564.0
36678,Mask,72475.0
29085,Ribbed Vessel,28436.0
32106,Sling Bullet,36295.0
17530,Spindle,34734.0
40484,"Two photographs, Chicago",105283.0
14105,Tupu (Woman's Mantle Pin) with Flat Top,10786.0
12991,Red-Figure Fragment,18111.0
13384,Vessel Fragment,18515.0
10208,Jar with a Bird on the Shoulder and Sub-Geometric Infill,36233.0
213,Fragmentary Figurine of a Seated Male Figure with Sack Draped over Shoulder,109006.0
27901,Needle,26245.0
211,Coin,64542.0
28941,Leg Fragment from a Human Figurine,27876.0
37456,Hairpin with Bird,82251.0
30579,Mould Made Lamp,32383.0
10978,Vessel Fragment Depicting a Figure Dressed in a Pallium,110018.0
28382,Ungentarium,26935.0
13661,Pendant,11998.0
31424,Coin,34319.0
798,Decorated Storage Jar,64487.0
37714,Re-Horkahty Inlay Plaque,101844.0
38429,Spatula Probe,103221.0
26578,Asen,17334.0
32717,Disc Bead,40539.0
38188,Military Bracelet,81710.0
28658,Ribbed Pitcher,27187.0
36689,Hat,72486.0
28282,Fragmentary Horse Head,26828.0
19973,iQUE GUERRERO! from Los Proverbios,20518.0
28145,Kiln Stand,26712.0
24410,Carrier,10341.0
18057,"Pisa, Battistero, Pulpit by Nicolo Pisano",23208.0
27184,Harpocrates Riding an Elephant,33065.0
34510,Un homme de marque,59291.0
12941,Wild Goat Style Plate Fragment with Water Birds and Palmette,12272.0
11860,Cup for Sacred Oils,
7335,Labret (Lip Plug),11986.0
24988,"The Eight Beatitudes: Blessed are They that Mourn [Matt. 5:4], Mary Magdelen Wiping Christ's Feet in the House of Simon [Luke 7:36-50]",27761.0
37991,Relief of Men Pulling a Clap Net,83708.0
1460,Brick,36668.0
28147,Kiln Stand,26714.0
27520,Mud Brick Fragment,25207.0
20386,"Coin, Obverse: Portrait of a Man, Reverse: Figure Standing Center",110765.0
36496,Mercury Presents Head of Argus to Juno,72335.0
28195,Kiln Stand,26762.0
29229,Horse Head Figurine,28725.0
13516,Shabti of Pahermer,10187.0
21988,"Coin, Obverse: Portrait of a Bearded Man Wearing a Wreath, Reverse: Building",105762.0
21298,Gongole Mask,17592.0
31870,Cuneiform Tablet,35592.0
28303,"""Bird"" Head of a Goddess (Astarte)",26849.0
19138,Helmet Mask,26373.0
14998,Ceremonial Mace Head with Transitional Features,11444.0
39106,Fragment from Cup,84694.0
13276,Black-Figure Fragments with Female Figure and Horses,18312.0
38480,Large Udjat Eye,101862.0
13405,Red-Figure Cup Fragment,97252.0
27876,Bowl,26219.0
35788,Lidded Basket,67489.0
19086,Angular Rim Fragment Depicting Leopard,109906.0
29159,Rider Head Figurine,28579.0
10190,Ravenna--Emilia. Chiesa di S. Apollinare Nuovo. Balaustrata Bizantina Nella Cappella Detta delle Reliquie,24124.0
34696,Le calvaire,57325.0
14995,Large Tripod Ceremonial Metate with Geometric Patterning,11435.0
2564,"Roma, Fontana di Trevi",22048.0
15519,Study for Marphisa,9430.0
5648,Hand Axe,59010.0
193,Fragmentary Red-Figure Amphora,91289.0
28596,Black Topped Bowl,27327.0
39209,Fragment,85712.0
26883,Gold Glass Bead,20183.0
3060,Hacha in the Shape of a Howler Monkey,9520.0
36672,Head,72470.0
753,Intaglio Ring,105345.0
37559,Panel from Canopic Chest,82398.0
20930,"Pienza, Palazzo Piccolomini, Camera di Pio II, cassone intarsiato",23960.0
23919,Upper Half of Cartonnage Coffin,10965.0
14833,Thin Circular Piece (Bracelet?),29841.0
27360,Pendant with Lion in Profile with Star and Crescent Moon above,24022.0
18198,"Jug Depicting Leaping Panther, Leaf Sprays, and a Male Figure (Bacchus?) Carrying a Panther",107640.0
33128,Mirror,44962.0
32508,Spouted Bowl,38578.0
3035,Vessel Fragment Depicting a Fish,110478.0
25010,Intaglio Gem Depicting an Anguipede (Abraxas),98128.0
2824,Plate Corner Fragment Depicting Palm Tree,110052.0
114,Pottery Fragment (Body),108377.0
31875,Cuneiform Tablet: Old Babylonian Account of Grain,35622.0
18751,Joan Miro und Katalonien,89723.0
31341,Olla with Meander Basketry Designs,89790.0
5279,Plate Rim Fragment Depicting Lion,109846.0
5505,Coin,111279.0
22322,Venezia. Bartolomeo Colleoni,22258.0
10267,Red-Figure Calyx-Krater Fragment with Battle of Gods and Giants,12097.0
17912,Bowl with Alternating Short and Long Necked Bird Motifs,28010.0
27151,Intaglio with Winged Bull-Man,22552.0
31220,Female Figurine,36533.0
4613,Vessel Fragment Depicting Standing Male Figure,109817.0
1497,Ring Base Juglet,101678.0
27162,Ring with Woman with Flower,22582.0
29077,Red Ware Double Handled Vessel,28422.0
36982,Funerary Relief of a Woman,103373.0
38418,Udjat Eye,82070.0
19529,Hafted Hoe,30715.0
28222,Chariot Wheel,26789.0
32113,Jewelry Mold,36307.0
26990,Cast Gem Depicting Eros Supporting a Drunken Dionysos,98205.0
4017,Carved Abstract Human Effigy Pendant (?),29703.0
24403,Apron,10334.0
6343,"Sestertius with Bust (Obverse) and Trajan on Horseback, Spearing Dacian (Reverse)",111761.0
28024,Large Bulbous Vessel,26670.0
39348,Fragment,89682.0
25087,"Stamp Seal: on the Face, Monogram over Paired Wings",13588.0
4746,View of the Garden of Duke Mattei at the Navicella on the Celian Hill,13159.0
30317,Oil Lamp Mould,32379.0
12877,Red-Figure Fragment,18184.0
17384,Rimless Globular Vessel with Strap Handles,27631.0
13770,Sling Bullet,10575.0
12202,Jug with Incised Zig-Zag on Body,107873.0
21819,Slit Drum with Crouching Feline,31258.0
198,Dagger,36978.0
33599,Stamp with Stylized Animal Head,47997.0
37532,Nude Male Figure,82366.0
6502,Coin,111741.0
14192,Coin,111899.0
31925,Cuneiform Tablet,35734.0
2077,Pedestal Plate with Squid Motif,28039.0
29587,Human Body Figurine,29245.0
29810,Figurine Fragment,30225.0
15575,"Siena, Duomo, Chalice",23180.0
13743,Sling Bullet,10407.0
29488,Fragmentary Wheeled Figurine,29030.0
36693,Basket,93627.0
10183,Foot from an Idol of Kapsala or Spedos Type,45992.0
33159,Tall Cup,45069.0
16803,Kohl Pot,31771.0
24780,Scarab with Dog Scratching for Fleas and Inscribed Ediphos,11912.0
17480,Celt,29559.0
123,Projectile Point,29537.0
38398,Tapestry Needle,82042.0
29494,Leg from a Human Figurine,29036.0
12364,Small Amphoriskos with Concentric Circles and Lines on Body,107914.0
37481,Part of an Atef Crown,103141.0
16528,Ocheogwu Shrine Vessel with Figures,60621.0
13145,Mummy Mask,31409.0
15665,Athenes - Facade du Theatre d'Herode Atticus - Grece,22234.0
402,Pregnant Women from Refugee Camp in Jericho Making Layettes with the American Mrs. Laymone of the Mennonite Group in Jericho,27396.0
18071,Ravenna--Emilia. Basilica di S. Vitale. Traforo Bizantino,24118.0
39260,Fragment,89131.0
20338,"Coin, Obverse: Portrait of a Man, Reverse: Single Figure Standing Center",110815.0
29620,Human Legs and Feet Figurine,29328.0
11023,Jug in the Form of the Head of an Indigenous African,54924.0
15779,"Coin, Antoninianus of Julia Maesa, Grandmother of Emperor Elagabalus (Obverse: Head of Julia Maesa on a Crescent, Reverse: Personification of Piety Sacrificing at a Lighted Altar, Holding an Incense Box)",111777.0
14978,Ocarina in the Form of a Turkey Vulture,29634.0
28114,Fragmentary Kiln Stand,26610.0
29266,Animal Body Figurine,28762.0
33766,Mirror,48958.0
21167,Black-Figure Pottery Sherd,105968.0
10270,Ornament,38543.0
19279,Red-Figure Pottery Sherd,109456.0
25027,Ring Stone: Portrait of a Bearded Man with Remains of a Parthian Inscription,13512.0
13188,Black-Figure Rim Fragment,18341.0
4519,Head of a Deva,94462.0
35447,Amphora with Decorative Slip,64055.0
3054,Incised Tripod Vase with Sculpted Heads,9517.0
25256,Ring Depicting Cerberus,13768.0
10281,Textile,62770.0
36425,Page from an Emblem Book: Inferor Expvgnatori Expoliatoi Q. Fortiss,76666.0
16024,"Faun Dancing, Museum of Naples",25048.0
24773,"Cylinder Seal with Fight: Satrap Advances against Two Greek Hoplites, One of Them Fallen; above, Sun Disk; at the Right, a Letter (Quoppa?)",25917.0
37430,Papyrus,82222.0
2704,Architectural Model,11239.0
2811,Coin,112076.0
24165,Red-Figure Calyx-Krater Fragment with Funeral Mound of Hector,91677.0
27209,Scarab,22896.0
40472,"Two photographs, Chicago",105259.0
6335,Dish with Applied Decoration Consisting of Four Leaf and Trailing Stem Motifs around Rim,107626.0
38169,Oinochoe,81682.0
28073,Vessel,26635.0
38533,Tetradrachm,88330.0
38655,Amphora,82541.0
28249,Fragmentary Bowl,26988.0
13139,Black-Figure Fragment,18367.0
40619,Bhavacakra (Wheel of Becoming),107540.0
9091,Die,109089.0
21873,Astragalus,36608.0
31438,Ganesha,35155.0
11636,Scarab with Wolf-Headed Winged Divinity,64337.0
1419,Eques Ioannes Balionus Roman. pictor (Giovanni Baglione),33133.0
4177,"Firenze, Battistero, un Dettaglio del Pavimento",26136.0
36281,Shield,72008.0
35293,Mayan Ruins,60500.0
39333,Fragment,89622.0
32660,Heraldic Animal Standard,40482.0
37253,Stool,79877.0
38568,Tetradrachm,87615.0
38251,Head,81806.0
339,Pipe Bowl in the Shape of an Opossum's Head,73875.0
3648,Coin,111797.0
40509,"Two photographs, Chicago",105333.0
27758,Vessel,25860.0
35459,Flask,64096.0
14885,Mace Head in Form of a Serpent,29610.0
1370,Textile,36453.0
13700,Duck,11390.0
24786,Black Polished Pot,11758.0
32650,Mummy Mask,59116.0
31408,Coin,34288.0
14814,Crescent-Shaped Pendant,29820.0
10217,Red-Figure Amphora Fragment: Youth,91985.0
39110,Fragment,84706.0
36573,Fragment of a Cartouche,71654.0
27921,Votive Vessel,26265.0
10438,Spindle,34796.0
33172,Bowl,45073.0
37724,"Shabti of the Scribe and Priest of Mut, Nesperneb",83072.0
18631,Deep Bowl with Incised Bands of Geometric and Zoomorphic Motifs,29856.0
899,Head Fragment with Bared Teeth,31333.0
21557,Red-Figure Pottery Sherd,109348.0
24938,Temple Window Fragment,17193.0
34979,Collection Object VII,57504.0
33223,Textile Strip,45457.0
31997,Monkey Scaraboid of Menkheper[re],35929.0
21079,"Messina, Porta della Cattedrale",23087.0
14813,Tethered (?) Feline Figure,30674.0
15819,Vessel with Shrimp Motif,27999.0
23898,Mosaic Element,10887.0
40044,Zoomorphic (?) Face Effigy Jar,92870.0
18668,Flute with Human Face and Arms in Relief,29666.0
31228,Porta Maggiore,89343.0
18105,"Nepi-Lazio, Cattedrale, la Cripta",23922.0
27803,Vessel,25993.0
27044,Intaglio with Victory Crowning a Trophy,21877.0
38191,Recumbent Lion,81713.0
34441,Bottle,58011.0
14733,Assyrianizing Quiver Plaque,108680.0
10363,Cuirass Breastplate,9919.0
27038,Intaglio with Head of an Eagle,21538.0
23991,Relief of a Funerary Ceremony,17159.0
29878,Bowl with Decorated Rim,30787.0
28438,Head from a Male Figurine,27280.0
40481,"Two photographs, Chicago",105277.0
15831,Pompei - Casa del Balcone Pensile,22089.0
28430,Figurine of a Banqueter,27271.0
33797,Sculpture,50134.0
39308,Fragment,89555.0
10468,"Il Battistero, VIII Secolo, Ascoli Piceno",26057.0
24248,Rectangular Sculpture with Six Figures,53890.0
21360,"Coin of Crispus (Obverse: Portrait of Crispus Wearing a Wreath, Reverse: Jupiter Resting of Sceptre Being Crowned by Victory)",111516.0
38958,Tetradrachm,87209.0
2500,Pendant (?),29702.0
28322,"""Bird"" Head of a Goddess (Astarte)",26868.0
23875,Fragment,108387.0
36329,Lidded Basket,71021.0
21611,"Coin, Obverse: [CONSTANTINUS AUG] Constantinus Augustus, Reverse: [PROVIDENTIAE AUGG] To the Foresight of the Two Augusti",111438.0
39269,Fragment,89151.0
6508,Coin,111679.0
4835,Vessel Fragment Depicting Two Warriors,109850.0
25352,Arrowhead,46585.0
10375,Aryballos with Boread (Personification of the North Wind),48444.0
33538,Earring,47623.0
33976,"Horsewoman, Ireland",69900.0
36170,Jar,70368.0
13769,Sling Bullet,10568.0
27296,Amulet,23555.0
1874,Coin,112208.0
15920,"Bacchanal, Museum of Naples",24375.0
18966,Ritratto della propria figlia di R. Mengs,22226.0
4335,Vessel Fragment Depicting Woman,110040.0
13547,Bead,11944.0
32560,AE3 of Constantine,112246.0
29501,Head from a Rider Figurine,29057.0
29245,Horse Head Figurine,28741.0
932,Projectile Point,33924.0
18411,Whistle in the Form of a Shaman in Soul Flight,29712.0
15627,The Circumcision,27752.0
35994,Adoration of the Shepherds,72091.0
36799,Jimi Hendrix - Felt Forum N.Y.C.,97058.0
40001,Jar with Zoomorphic Effigies and Ring Base,92653.0
643,Spearhead,27709.0
13195,Red-Figure Cup Fragment,18412.0
20060,Clearing the Road,89739.0
34294,Carpenter's Square Amulet,53718.0
6322,Saucer Lamp,111968.0
38834,Tetradrachm,86124.0
33212,Two Textile Strips,45361.0
1303,Unguentarium (Perfume Bottle),36660.0
20240,Black-Figure Pottery Sherd,105982.0
35466,Cosmetic Tube,64168.0
13364,Red-Figure Cup Fragment,18410.0
36564,Fragment of a Cartouche,71644.0
13748,Earring,11379.0
39370,Fragment,89752.0
22518,"Vessel Fragment with Head of a Bull, Possibly a Zebu",17967.0
13172,Black-Figure Eye Cup Fragment,18340.0
17745,Jar with Applique Design on Neck,11709.0
22206,Coin,112062.0
38133,Cylinder Seal,84015.0
5353,"Coin, 1/2 Groat",111600.0
16207,Double Spout and Bridge Vessel with Flying Figure,33530.0
14479,15 Necklace Tubes,29844.0
10327,"Intaglio Gem Depicting Septimius Severus, Caracalla, and Victory before an Altar",98054.0
34477,Stamp Seal,56143.0
10209,Kylix with a Prostitute Preparing to Bathe,30130.0
25041,"Stamp Seal in the Form of a Finger Ring: on the Bezel, an Eagle Holding a Ram's Head in Each Claw with an Inscription",13526.0
2272,Gorget (Pendant) with Spirals,
17977,"Modena, Fianco della Cattedrale, Parte Superiore della Porta Detta dei Principi",23914.0
1400,"Pienza, Museo, Piviale di Pio II, Particolare",23958.0
30213,Wheelmade Lamp,32281.0
34668,La presidente,57728.0
37893,Earring,83439.0
27631,Fragmentary Foundation Cone,25426.0
21816,Tapering Plain Cup,30675.0
26989,Intaglio with Mask of Dionysus,108857.0
20928,"Montalcino, Prov. di Siena, Commune, Cofano in Legno Sculpito",23919.0
15157,Face Mask with Fiber Head Cloth,18621.0
38168,Phiale,81681.0
36163,Jar,70201.0
13236,Red-Figure Cup Fragment with Knee,18233.0
39142,Fragment,84975.0
17066,Black-Figure Lekythos,109012.0
5743,Bludgeon or Cudgel,77676.0
19095,Roma - Beatrice Cenci - G. Reni - Gall. Barberini,22225.0
17362,Whetstone Handle in the Form of a Leaping Ibex,77661.0
20920,Poppi--Casentino. Il Piano di Campaldino Veduto da una Finestra di Castello,24105.0
22476,Ciborio di Benedetto da Maiano,23179.0
6281,Socketed Spearhead,77658.0
15857,"Diana, Museum of Naples",19002.0
2902,"Red-Ware Fragment with Thecla, the Disciple of St. Paul",37428.0
27898,Small Vessel,26242.0
27729,Vessel,25832.0
24401,Doll,10332.0
37654,Seated Statuette of Wadjet,98021.0
3935,One of Refugee Camps near Jericho,26553.0
39285,Fragment,89182.0
12715,Cameo with Male Offerant,12185.0
29411,Human Body Figurine,29230.0
19022,Black-Figure Pottery Sherd,106012.0
27956,Metallic Ware Decorated Vessel,26305.0
27157,"Stamp Seal: Senmury or Griffin in Striding Heraldic Pose, its Curled Wings Raised",22570.0
5142,Oil Lamp with Bush Spirit,18034.0
32089,Sealing with Dexiosis Between Jupiter Dolichenus and Vespasian (?),36275.0
28378,Deep Bowl,26924.0
15032,Globular Vessel with Post Firing Incising,29663.0
39274,Fragment,89161.0
39480,Fragment,90241.0
27915,Offering Cup,26259.0
13381,Black-Figure Fragment,18484.0
35710,Basket with Handle,65851.0
13529,Tile Fragment,11602.0
27907,Plaque of a Goddess,26251.0
21394,Coin,111540.0
7213,Bracelet with Half-Twist Form,18685.0
27754,Piriform Vessel,26166.0
28594,Black Topped Bowl with Incised Designs,27312.0
22120,Coin,111534.0
27992,Head of a Rider,26479.0
15491,"Napoli, S. Giov. a Carbonara",23103.0
38225,Seated Osiris,81767.0
29277,Animal Body Figurine,28773.0
12874,Red-Figure Lekanis Fragment: Seated Youth with a Fillet,18102.0
28130,Spindle Whorl,26697.0
28500,Female Fertility Idol,27290.0
10222,Ornament,109065.0
33221,Two Textile Strips,45421.0
11625,Pyxis (Cosmetic Jar),60101.0
27912,Small Vessel,26256.0
18151,Votive Axe Head,36506.0
1002,Untitled (Man and Woman Shaking Hands),27372.0
13489,"Intaglio with Portrait Bust of Ptolemaic Queen, perhaps Arsinoe II",12036.0
14967,Spear Point,11697.0
21924,"Coin of Constantine The Great (Obverse: Portrait of Constantinus Wearing a Wreath [CONSTANTINUS AUG(ustus)] (Constantinus Augustus), Reverse: Wreath [D(omini) N(ostri) CONSTANTINI MAX(imi) AUG(usti)] (Of our Lord Constantinus the Greatest Augustus))",111321.0
31139,Offering Cup,33120.0
18113,"Foligno, Chiesa di Santa Maria in fra Portas",23796.0
36749,Figure,72599.0
37868,Intaglio with Ibis in a Ring,83406.0
19311,Footed Shallow Bowl with Geometric Patterns,27495.0
38648,Jug with Spout,82534.0
31140,Offering Cup,33121.0
3657,Untitled (Man in Front of Domed Structure),26442.0
29086,Ribbed Vessel,28437.0
35461,Ribbed Sprinkler Flask,64097.0
14168,Incised Bowl with Reclining K'awiil (Lightning Deity),9617.0
10349,The Annual NRA Squirrel Hunt & BBQ,74473.0
37641,Bottle,82888.0
13324,Red-Figure Cup Fragment,18422.0
40504,"Two photographs, Chicago",105323.0
38681,Doll,82591.0
5105,Tripod Vessel with Applique Face on Neck,31305.0
37894,Earring,83440.0
20772,"Pisa, Battistero, Architrave della Porta a Tramontana",24081.0
29106,Head Fragment from a Human Figurine,28505.0
31353,Olla with Polychrome Designs,70428.0
32561,AE3 of Constantine,112248.0
21044,Black Figure Pottery Sherd,106305.0
24215,Eye Idol,18733.0
18365,"Lucca, Chiesa di S. Frediano, L'interno",23887.0
37955,Two Fingers Amulet,101896.0
21315,Coin,111546.0
7037,Pot,16555.0
13165,Red-Figure Fragment,18133.0
19151,Black-Figure Pottery Sherd,106835.0
39130,Fragment,84816.0
14632,Fragment of a Book of the Dead,9289.0
40096,Pedestal Bowl with Flaring Sides,92954.0
10162,The Marriage of Jim and Dolly,74463.0
913,"Pottery Fragment (Body) Depicting a Lion, a Peacock, and Rosettes",109023.0
13401,Red-Figure Cup Fragments with Battle Scene,95554.0
22018,"Coin of Constantine The Great (Obverse: Portrait of Constantinus Wearing a Wreath [CONSTANTINUS AUG(ustus)] (Constantinus Augustus), Reverse: Wreath [D(omini) N(ostri) CONSTANTINI MAX(imi) AUG(usti)] (Of our Lord Constantinus the Greatest Augustus))",111337.0
3669,Rocky Terrain of Jordan,26555.0
29821,Saucer,46632.0
2517,Whistle in the Form of a Female,30705.0
12177,Red-Figure Cup Fragment with Knee,18199.0
25169,Heart Scarab,108240.0
14730,Roller Stamp with Zigzag Designs,11262.0
6253,Coin,111903.0
35508,Coin,64203.0
25748,Hadra Vase,15495.0
21180,Pottery Fragment (Body) Depicting the Feet of a Bird,108518.0
10216,Red-Figure Column-Krater Fragment: Komast,95542.0
26188,"Scarab Ring with Pegasus, Bellerophon, and Chimaera",30245.0
18278,Arrowhead,27489.0
10311,"Female ""Idol""",9488.0
20287,Ram Head Cap Crest Mask,18625.0
18444,Statuette of a Horse,30114.0
23950,Red-Figure Parade Cup Fragment with Draped Figure,92042.0
12838,Red-Figure Hydria Fragment,109464.0
18409,"Grotta di S. Rosalia, Palermo",23140.0
32132,Finger Ring with Square Bezel Engraved with a Rose,36332.0
28355,Partial Vessel in Pieces,26903.0
14855,Eshu/Elegba Staff (Opa),18049.0
28375,Squat Aryballos,26930.0
38167,Omphalos Bowl,81678.0
35290,Mayan Ruins,60497.0
27573,Husking Tray Fragment,25378.0
29493,Torso from a Human Figurine,29035.0
31924,Cuneiform Tablet: Old Babylonian Administrative List of Names,35732.0
31750,Brewing Vessel,35291.0
11627,Fragment,109571.0
10228,Red-Figure Hydria Fragment: Bearded Male,92014.0
87,Standing Shaman with Batons Pendant,30589.0
24202,Amphora,10024.0
39165,Rim Fragment,85194.0
31752,Ritual Cone,35294.0
27509,Mud Brick with Cuneiform Inscription,25182.0
24022,Red-Figure Cup Fragment with Kaduceus and Sybene (Interior) and Symposium (Exterior),96678.0
11383,Christ as the Man of Sorrows with the Instruments of the Passion,9447.0
15902,"A: Venus of Capua; B: Minerva, Museum of Naples",25078.0
1513,Red-Figure Fragment,109025.0
33194,Galierie Lambert Poster,45341.0
2486,Drinking Vessel with Glyphs Below Rim,28040.0
33689,Abraham's Sacrifice,50227.0
9652,"Cup Fragment Depicting a Symposium, Attributed to the Nikosthenes Painter",109035.0
31346,Seed Jar with Spider and Lightning Motifs,50089.0
28524,White Slip Ware Pitcher,27350.0
503,Figure,25784.0
15035,Celt Pendant in Human/Avian Form,29519.0
20478,"Battle of the Pictures (Top Panel), Three Characters and Four Caricatures (Bottom Panel)",30304.0
38946,Tetradrachm,87138.0
26180,Bevel Rim Bowl,75058.0
885,Elbow Pipe,31766.0
34651,La jolie fille en chemise or Menu pour Mademoiselle Douce,59589.0
15805,Madonna col S. Bambino di C. Dolci (Borgnese),22227.0
4597,Cinerary Urn of Gaius Pompeius Ireneus,41533.0
12937,Red-Figure Skyphos Fragment with Palmette and Root,18166.0
22065,Shango Staff,25812.0
31119,Cylinder Seal: Contest Scene,32682.0
20516,Pestle with Raptor Head,30727.0
22040,Head of Bodhisattva,94584.0
7118,Katanga Cross ?,26430.0
13041,Mold for a Marguerite,10135.0
21078,Blade,11724.0
27909,Lower Fragment of a Plaque,26253.0
3842,Pottery Sherd,106837.0
35061,Human Effigy Vessel,58150.0
36679,Female Figure,72476.0
25351,Arrowhead,46584.0
25132,Ringstone: Wolf with Two Inscriptions in Pehlevi and Kufic,13642.0
26800,Ellipsoid Stamp Seal with Canine Standing in Profile,19650.0
39422,Fragment,90006.0
36443,Page from an Emblem Book: Deo Misericordi,76929.0
5746,Sealing with a Pantheistic Fortuna,54953.0
14002,"Venere Detta di Milo, Parigi, Museo del Louvre",26284.0
3685,Cap Crest Mask,26424.0
37601,Dress Adornment,82831.0
14051,"Lucio Vero, Vatican, Rome",18936.0
22092,Refugee Children from Bedouin Tribe Eating Remains of Dinner Served to Guests,27415.0
38844,Tetradrachm,86147.0
21454,Black-Figure Pottery Sherd,106082.0
4357,Vessel Rim Fragment with Fish,110428.0
11512,Necklace Bead: Double Rosette,47203.0
2977,Warrior's Helmet,21792.0
12831,"Red-Figure Amphora Fragment with Satyr, perhaps Eating Grapes",12274.0
27738,Decorated Vessel,75063.0
27535,Small Vessel with Painted Decoration,25290.0
954,"Cuneiform Tablet: Oxen, Sheep (or Cattle) Taken",47490.0
20461,"Coin, Obverse: Portrait of a Head",110757.0
27905,Head of a God,26249.0
25400,Sealing with Woman Riding a Hippocamp,109511.0
27313,Comb Amulet,52945.0
11819,Cup for Sacred Oils,
2762,Vessel with Handles,27641.0
31815,Cuneiform Tablet: Proto-Cuneiform Administrative Text,35472.0
10598,Mola (Blouse Panel) with Four Monkeys,35945.0
37588,Jar,82803.0
19673,Axe Head,45676.0
36417,Portrait of Jacques de Gheyn,71721.0
26838,"Cylinder Seal with Bull, Coiled Snake, and Winged Deity Grasping a Bird (?), Two Floral Fillers",19841.0
12537,Bucchero Hut Urn,107981.0
18128,"Firenze, Oratorio di S. Sebastiano o dei Bini-Via Romano Ancona con la Pieta, la Vergine e Santi",23755.0
35417,Red-Figure Amphora with Two Heads in Three-Quarter View,61703.0
12714,Royal Head,9407.0
26789,Bead,99135.0
10296,Bracelet,39273.0
38876,Tetradrachm,86238.0
36721,Mask,72565.0
38108,Intaglio,83939.0
19149,Black-Figure Pottery Sherd,106392.0
12395,Jug,107883.0
28592,Black Topped Bowl with Incised Designs,27310.0
36684,Bird Head Sculpture,72481.0
20378,Mosaic Glass Fragment,54885.0
23881,Red-Figure Cup Fragment with Satyrs Attacking Maenads,97258.0
29630,Human Torso Figurine,29338.0
350,Cylinder Vessel with Supernatural Heads,9518.0
36384,Ornamental Panels with Artists' Tools,72138.0
17408,Stylized Frog Pendant,29908.0
39280,Fragment,89172.0
2115,Coin,112200.0
19889,Head of Weary Herakles,32876.0
18636,Mirror,17796.0
2122,Black-Figure Pottery Sherd (Band Cup),106341.0
24922,"Intaglio with Cock and Conjoined Heads of Bearded Male, Ram and Horse",26491.0
12949,Mold for a Udjat Eye,10140.0
17322,Design for an Ewer with Bacchic Scene,20565.0
20639,"Niobide, Uffizi",21359.0
38615,Jug,82497.0
2862,Stone Fragment,27479.0
31757,Pipe Bowl,35320.0
16838,Jar,74935.0
27804,Impressed Decorated Vessel,75069.0
6,Perfume Vessel (Amphoriskos),45655.0
12773,Spindle Whorl with Circles,32830.0
16194,Pictured: Large City at Foot of Mountain,22064.0
38960,Tetradrachm,87215.0
29174,Animal Head Figurine,28601.0
20302,"Messina, Fontana del Duomo",23085.0
40041,Tripod Bowl with Peccary (?) Effigy Supports,92863.0
37704,Mut,83017.0
29599,Human Head Figurine,29307.0
21466,Three Needles,30584.0
40475,"Two photographs, Chicago",105265.0
40837,Fragments from a Book of the Dead,10641.0
37976,Mummy of Padibastet,
13214,Red-Figure Fragment,18448.0
12925,Little Master Lip-Cup Fragment with Ram,12273.0
24273,Funeral Cone of Mentuemhat,11337.0
381,Skyphos,107425.0
16625,Mirror Disk,35787.0
26919,Engraved Finger Ring with Cat Seated in Profile with Mouth Open and One Paw Raised,21061.0
34656,Les bateaux,59605.0
11245,"The Birds (Les Oiseaux), from Xylographies",9449.0
39458,Shard,90162.0
39473,Fragment,90217.0
28065,Vessel,26627.0
16218,Spouted Blackware Bottle with Sican Lord and Attendants,11029.0
6884,Intaglio of an Archer,10951.0
21616,"Coin, Obverse: [CONSTANTINUS AUG] Constantinus Augustus, Reverse: [PROVIDENTIAE AUGG] To the Foresight of the Two Augusti",111447.0
2472,Flute in the Form of a Seashell with Deer and Feline Motifs,9511.0
24169,Red-Figure Calyx-Krater Fragment with Funeral Mound of Hector,91689.0
38336,"Shabti of God's Father, Ankh(efen)Mut",103650.0
18238,Batten,34815.0
18162,"Firenze, Chiesa di Orbetello, la porta",23749.0
24832,Finial in the Form of a Ram's Head,13233.0
37487,Amulet of Nefertum,82295.0
38677,Bowl,82587.0
17944,Private Garden with Sculptural Niche,23238.0
19771,Coin,111813.0
16058,Cup with Running Figures,11116.0
7734,Miniature Qero (Drinking Cup),11975.0
19962,Coffin of Nebetit,87512.0
18887,"Recto: Seated Woman with Cane, Verso: Seated Woman with Cane in Profile",91422.0
36439,Page from an Emblem Book: Misericordias Memori,76909.0
28433,A Reclining Banqueter,27274.0
27986,Bowl,26472.0
29192,Conical Bowl,28619.0
29829,Bowl Rim Fragment with Relief Applique of Okeanos,110080.0
38101,Cylinder Seal,83915.0
16938,Mace Head and Handle,27660.0
10351,Couch Attachment in the Form of a Mule's Head,12103.0
36292,Machete with Sheath,70846.0
30059,The Calling of Peter and Andrew,33116.0
