Object Number,Title,Image ID
12916,Red-Figure Skyphos Fragment with Palmettes,18099
14154,Spindle Whorl,11843
3780,Vessel Fragment Depicting Two Erotes in a Boat,109776
36048,Hell,76975
12288,Small Amphoriskos,107945
25057,"Ringstone: Head of a Boar Devouring a Horned Animal, in the Field, Star and Crescent",13542
35507,Coin,64201
31823,Cuneiform Tablet: Old Babylonian Account of Barley,35488
24730,Ring Fragment with Lotuses,11614
39040,Megha Makes an Offering to a Buddha of the Past,94604
13314,Gem Fragment,11588
16171,"Tivoli, Villa Adriana, Palazzo Imperiale",21711
17866,Miniature Double-Handled Cup,107809
35030,Collection Object LVIII,57895
31328,Redware Jar with Bear Paw Motifs,70654
13261,Red-Figure Fragment,18452
35486,Double Balsamarium with Side Trailing,64171
13213,Black-Figure Fragments,108704
7072,Fragmentary Head and Torso of a Nobleman,9566
34131,Figure,51681
17909,Sowo Initiation Helmet Mask of the Sande Society,9937
14939,Split-Celt Pendant with Bird,11271
37658,Horus the Child,82927
15246,"Bitonto, Cattedrale, Parte della Galleria, Vista dall'interno",26083
22472,Coin,112147
2507,Figurine Head,27553
38579,Kagemni Cartonnage Collar Trapping,103174
38495,Isis and Horus,82193
38880,Tetradrachm,86246
9657,Bowl Fragment with Floral Motif,109888
5894,Coin,111275
27477,Eye Bead Seal or Amulet,77790
17970,Coffin Base of Pashedkhonsu,10826
4231,"The Little Putney, No. 1",98029
13699,Peacock (?) Figurine,11389
32615,Samian Ware Bowl Fragment with Gladiators,39703
21791,Figure,26011
37469,Bangle,82265
25020,Finger Ring with Cameo of Philip II and His Mother Otacilia Severa,13505
21953,Lamp,30561
13056,Red-Figure Calyx-Krater Fragment with Heroic Battle,108916
32726,Comb,40564
36678,Mask,72475
29085,Ribbed Vessel,28436
32106,Sling Bullet,36295
17530,Spindle,34734
40484,"Two photographs, Chicago",105283
14105,Tupu (Woman's Mantle Pin) with Flat Top,10786
12991,Red-Figure Fragment,18111
13384,Vessel Fragment,18515
10208,Jar with a Bird on the Shoulder and Sub-Geometric Infill,36233
213,Fragmentary Figurine of a Seated Male Figure with Sack Draped over Shoulder,109006
27901,Needle,26245
211,Coin,64542
28941,Leg Fragment from a Human Figurine,27876
37456,Hairpin with Bird,82251
30579,Mould Made Lamp,32383
10978,Vessel Fragment Depicting a Figure Dressed in a Pallium,110018
28382,Ungentarium,26935
13661,Pendant,11998
31424,Coin,34319
798,Decorated Storage Jar,64487
37714,Re-Horkahty Inlay Plaque,101844
38429,Spatula Probe,103221
26578,Asen,17334
32717,Disc Bead,40539
38188,Military Bracelet,81710
28658,Ribbed Pitcher,27187
36689,Hat,72486
28282,Fragmentary Horse Head,26828
19973,iQUE GUERRERO! from Los Proverbios,20518
28145,Kiln Stand,26712
24410,Carrier,10341
18057,"Pisa, Battistero, Pulpit by Nicolo Pisano",23208
27184,Harpocrates Riding an Elephant,33065
34510,Un homme de marque,59291
12941,Wild Goat Style Plate Fragment with Water Birds and Palmette,12272
7335,Labret (Lip Plug),11986
24988,"The Eight Beatitudes: Blessed are They that Mourn [Matt. 5:4], Mary Magdelen Wiping Christ's Feet in the House of Simon [Luke 7:36-50]",27761
37991,Relief of Men Pulling a Clap Net,83708
1460,Brick,36668
28147,Kiln Stand,26714
27520,Mud Brick Fragment,25207
20386,"Coin, Obverse: Portrait of a Man, Reverse: Figure Standing Center",110765
36496,Mercury Presents Head of Argus to Juno,72335
28195,Kiln Stand,26762
29229,Horse Head Figurine,28725
13516,Shabti of Pahermer,10187
21988,"Coin, Obverse: Portrait of a Bearded Man Wearing a Wreath, Reverse: Building",105762
21298,Gongole Mask,17592
31870,Cuneiform Tablet,35592
28303,"""Bird"" Head of a Goddess (Astarte)",26849
19138,Helmet Mask,26373
14998,Ceremonial Mace Head with Transitional Features,11444
39106,Fragment from Cup,84694
13276,Black-Figure Fragments with Female Figure and Horses,18312
38480,Large Udjat Eye,101862
13405,Red-Figure Cup Fragment,97252
27876,Bowl,26219
35788,Lidded Basket,67489
19086,Angular Rim Fragment Depicting Leopard,109906
29159,Rider Head Figurine,28579
10190,Ravenna--Emilia. Chiesa di S. Apollinare Nuovo. Balaustrata Bizantina Nella Cappella Detta delle Reliquie,24124
34696,Le calvaire,57325
14995,Large Tripod Ceremonial Metate with Geometric Patterning,11435
2564,"Roma, Fontana di Trevi",22048
15519,Study for Marphisa,9430
5648,Hand Axe,59010
193,Fragmentary Red-Figure Amphora,91289
28596,Black Topped Bowl,27327
39209,Fragment,85712
26883,Gold Glass Bead,20183
3060,Hacha in the Shape of a Howler Monkey,9520
36672,Head,72470
753,Intaglio Ring,105345
37559,Panel from Canopic Chest,82398
20930,"Pienza, Palazzo Piccolomini, Camera di Pio II, cassone intarsiato",23960
23919,Upper Half of Cartonnage Coffin,10965
14833,Thin Circular Piece (Bracelet?),29841
27360,Pendant with Lion in Profile with Star and Crescent Moon above,24022
18198,"Jug Depicting Leaping Panther, Leaf Sprays, and a Male Figure (Bacchus?) Carrying a Panther",107640
33128,Mirror,44962
32508,Spouted Bowl,38578
3035,Vessel Fragment Depicting a Fish,110478
25010,Intaglio Gem Depicting an Anguipede (Abraxas),98128
2824,Plate Corner Fragment Depicting Palm Tree,110052
114,Pottery Fragment (Body),108377
31875,Cuneiform Tablet: Old Babylonian Account of Grain,35622
18751,Joan Miro und Katalonien,89723
31341,Olla with Meander Basketry Designs,89790
5279,Plate Rim Fragment Depicting Lion,109846
5505,Coin,111279
22322,Venezia. Bartolomeo Colleoni,22258
10267,Red-Figure Calyx-Krater Fragment with Battle of Gods and Giants,12097
17912,Bowl with Alternating Short and Long Necked Bird Motifs,28010
27151,Intaglio with Winged Bull-Man,22552
31220,Female Figurine,36533
4613,Vessel Fragment Depicting Standing Male Figure,109817
1497,Ring Base Juglet,101678
27162,Ring with Woman with Flower,22582
29077,Red Ware Double Handled Vessel,28422
36982,Funerary Relief of a Woman,103373
38418,Udjat Eye,82070
19529,Hafted Hoe,30715
28222,Chariot Wheel,26789
32113,Jewelry Mold,36307
26990,Cast Gem Depicting Eros Supporting a Drunken Dionysos,98205
4017,Carved Abstract Human Effigy Pendant (?),29703
24403,Apron,10334
6343,"Sestertius with Bust (Obverse) and Trajan on Horseback, Spearing Dacian (Reverse)",111761
28024,Large Bulbous Vessel,26670
39348,Fragment,89682
25087,"Stamp Seal: on the Face, Monogram over Paired Wings",13588
4746,View of the Garden of Duke Mattei at the Navicella on the Celian Hill,13159
30317,Oil Lamp Mould,32379
12877,Red-Figure Fragment,18184
17384,Rimless Globular Vessel with Strap Handles,27631
13770,Sling Bullet,10575
12202,Jug with Incised Zig-Zag on Body,107873
21819,Slit Drum with Crouching Feline,31258
198,Dagger,36978
33599,Stamp with Stylized Animal Head,47997
37532,Nude Male Figure,82366
6502,Coin,111741
14192,Coin,111899
31925,Cuneiform Tablet,35734
2077,Pedestal Plate with Squid Motif,28039
29587,Human Body Figurine,29245
29810,Figurine Fragment,30225
15575,"Siena, Duomo, Chalice",23180
13743,Sling Bullet,10407
29488,Fragmentary Wheeled Figurine,29030
36693,Basket,93627
10183,Foot from an Idol of Kapsala or Spedos Type,45992
33159,Tall Cup,45069
16803,Kohl Pot,31771
24780,Scarab with Dog Scratching for Fleas and Inscribed Ediphos,11912
17480,Celt,29559
123,Projectile Point,29537
38398,Tapestry Needle,82042
29494,Leg from a Human Figurine,29036
12364,Small Amphoriskos with Concentric Circles and Lines on Body,107914
37481,Part of an Atef Crown,103141
16528,Ocheogwu Shrine Vessel with Figures,60621
13145,Mummy Mask,31409
15665,Athenes - Facade du Theatre d'Herode Atticus - Grece,22234
402,Pregnant Women from Refugee Camp in Jericho Making Layettes with the American Mrs. Laymone of the Mennonite Group in Jericho,27396
18071,Ravenna--Emilia. Basilica di S. Vitale. Traforo Bizantino,24118
39260,Fragment,89131
20338,"Coin, Obverse: Portrait of a Man, Reverse: Single Figure Standing Center",110815
29620,Human Legs and Feet Figurine,29328
11023,Jug in the Form of the Head of an Indigenous African,54924
15779,"Coin, Antoninianus of Julia Maesa, Grandmother of Emperor Elagabalus (Obverse: Head of Julia Maesa on a Crescent, Reverse: Personification of Piety Sacrificing at a Lighted Altar, Holding an Incense Box)",111777
14978,Ocarina in the Form of a Turkey Vulture,29634
28114,Fragmentary Kiln Stand,26610
29266,Animal Body Figurine,28762
33766,Mirror,48958
21167,Black-Figure Pottery Sherd,105968
10270,Ornament,38543
19279,Red-Figure Pottery Sherd,109456
25027,Ring Stone: Portrait of a Bearded Man with Remains of a Parthian Inscription,13512
13188,Black-Figure Rim Fragment,18341
4519,Head of a Deva,94462
35447,Amphora with Decorative Slip,64055
3054,Incised Tripod Vase with Sculpted Heads,9517
25256,Ring Depicting Cerberus,13768
10281,Textile,62770
36425,Page from an Emblem Book: Inferor Expvgnatori Expoliatoi Q. Fortiss,76666
16024,"Faun Dancing, Museum of Naples",25048
24773,"Cylinder Seal with Fight: Satrap Advances against Two Greek Hoplites, One of Them Fallen; above, Sun Disk; at the Right, a Letter (Quoppa?)",25917
37430,Papyrus,82222
2704,Architectural Model,11239
2811,Coin,112076
24165,Red-Figure Calyx-Krater Fragment with Funeral Mound of Hector,91677
27209,Scarab,22896
40472,"Two photographs, Chicago",105259
6335,Dish with Applied Decoration Consisting of Four Leaf and Trailing Stem Motifs around Rim,107626
38169,Oinochoe,81682
28073,Vessel,26635
38533,Tetradrachm,88330
38655,Amphora,82541
28249,Fragmentary Bowl,26988
13139,Black-Figure Fragment,18367
40619,Bhavacakra (Wheel of Becoming),107540
9091,Die,109089
21873,Astragalus,36608
31438,Ganesha,35155
11636,Scarab with Wolf-Headed Winged Divinity,64337
1419,Eques Ioannes Balionus Roman. pictor (Giovanni Baglione),33133
4177,"Firenze, Battistero, un Dettaglio del Pavimento",26136
36281,Shield,72008
35293,Mayan Ruins,60500
39333,Fragment,89622
32660,Heraldic Animal Standard,40482
37253,Stool,79877
38568,Tetradrachm,87615
38251,Head,81806
339,Pipe Bowl in the Shape of an Opossum's Head,73875
3648,Coin,111797
40509,"Two photographs, Chicago",105333
27758,Vessel,25860
35459,Flask,64096
14885,Mace Head in Form of a Serpent,29610
1370,Textile,36453
13700,Duck,11390
24786,Black Polished Pot,11758
32650,Mummy Mask,59116
31408,Coin,34288
14814,Crescent-Shaped Pendant,29820
10217,Red-Figure Amphora Fragment: Youth,91985
39110,Fragment,84706
36573,Fragment of a Cartouche,71654
27921,Votive Vessel,26265
10438,Spindle,34796
33172,Bowl,45073
37724,"Shabti of the Scribe and Priest of Mut, Nesperneb",83072
18631,Deep Bowl with Incised Bands of Geometric and Zoomorphic Motifs,29856
899,Head Fragment with Bared Teeth,31333
21557,Red-Figure Pottery Sherd,109348
24938,Temple Window Fragment,17193
34979,Collection Object VII,57504
33223,Textile Strip,45457
31997,Monkey Scaraboid of Menkheper[re],35929
21079,"Messina, Porta della Cattedrale",23087
14813,Tethered (?) Feline Figure,30674
15819,Vessel with Shrimp Motif,27999
23898,Mosaic Element,10887
40044,Zoomorphic (?) Face Effigy Jar,92870
18668,Flute with Human Face and Arms in Relief,29666
31228,Porta Maggiore,89343
18105,"Nepi-Lazio, Cattedrale, la Cripta",23922
27803,Vessel,25993
27044,Intaglio with Victory Crowning a Trophy,21877
38191,Recumbent Lion,81713
34441,Bottle,58011
14733,Assyrianizing Quiver Plaque,108680
10363,Cuirass Breastplate,9919
27038,Intaglio with Head of an Eagle,21538
23991,Relief of a Funerary Ceremony,17159
29878,Bowl with Decorated Rim,30787
28438,Head from a Male Figurine,27280
40481,"Two photographs, Chicago",105277
15831,Pompei - Casa del Balcone Pensile,22089
28430,Figurine of a Banqueter,27271
33797,Sculpture,50134
39308,Fragment,89555
10468,"Il Battistero, VIII Secolo, Ascoli Piceno",26057
24248,Rectangular Sculpture with Six Figures,53890
21360,"Coin of Crispus (Obverse: Portrait of Crispus Wearing a Wreath, Reverse: Jupiter Resting of Sceptre Being Crowned by Victory)",111516
38958,Tetradrachm,87209
2500,Pendant (?),29702
28322,"""Bird"" Head of a Goddess (Astarte)",26868
23875,Fragment,108387
36329,Lidded Basket,71021
21611,"Coin, Obverse: [CONSTANTINUS AUG] Constantinus Augustus, Reverse: [PROVIDENTIAE AUGG] To the Foresight of the Two Augusti",111438
39269,Fragment,89151
6508,Coin,111679
4835,Vessel Fragment Depicting Two Warriors,109850
25352,Arrowhead,46585
10375,Aryballos with Boread (Personification of the North Wind),48444
33538,Earring,47623
33976,"Horsewoman, Ireland",69900
36170,Jar,70368
13769,Sling Bullet,10568
27296,Amulet,23555
1874,Coin,112208
15920,"Bacchanal, Museum of Naples",24375
18966,Ritratto della propria figlia di R. Mengs,22226
4335,Vessel Fragment Depicting Woman,110040
13547,Bead,11944
32560,AE3 of Constantine,112246
29501,Head from a Rider Figurine,29057
29245,Horse Head Figurine,28741
932,Projectile Point,33924
18411,Whistle in the Form of a Shaman in Soul Flight,29712
15627,The Circumcision,27752
35994,Adoration of the Shepherds,72091
36799,Jimi Hendrix - Felt Forum N.Y.C.,97058
40001,Jar with Zoomorphic Effigies and Ring Base,92653
643,Spearhead,27709
13195,Red-Figure Cup Fragment,18412
20060,Clearing the Road,89739
34294,Carpenter's Square Amulet,53718
6322,Saucer Lamp,111968
38834,Tetradrachm,86124
33212,Two Textile Strips,45361
1303,Unguentarium (Perfume Bottle),36660
20240,Black-Figure Pottery Sherd,105982
35466,Cosmetic Tube,64168
13364,Red-Figure Cup Fragment,18410
36564,Fragment of a Cartouche,71644
13748,Earring,11379
39370,Fragment,89752
22518,"Vessel Fragment with Head of a Bull, Possibly a Zebu",17967
13172,Black-Figure Eye Cup Fragment,18340
17745,Jar with Applique Design on Neck,11709
22206,Coin,112062
38133,Cylinder Seal,84015
5353,"Coin, 1/2 Groat",111600
16207,Double Spout and Bridge Vessel with Flying Figure,33530
14479,15 Necklace Tubes,29844
10327,"Intaglio Gem Depicting Septimius Severus, Caracalla, and Victory before an Altar",98054
34477,Stamp Seal,56143
10209,Kylix with a Prostitute Preparing to Bathe,30130
25041,"Stamp Seal in the Form of a Finger Ring: on the Bezel, an Eagle Holding a Ram's Head in Each Claw with an Inscription",13526
17977,"Modena, Fianco della Cattedrale, Parte Superiore della Porta Detta dei Principi",23914
1400,"Pienza, Museo, Piviale di Pio II, Particolare",23958
30213,Wheelmade Lamp,32281
34668,La presidente,57728
37893,Earring,83439
27631,Fragmentary Foundation Cone,25426
21816,Tapering Plain Cup,30675
26989,Intaglio with Mask of Dionysus,108857
20928,"Montalcino, Prov. di Siena, Commune, Cofano in Legno Sculpito",23919
15157,Face Mask with Fiber Head Cloth,18621
38168,Phiale,81681
36163,Jar,70201
13236,Red-Figure Cup Fragment with Knee,18233
39142,Fragment,84975
17066,Black-Figure Lekythos,109012
5743,Bludgeon or Cudgel,77676
19095,Roma - Beatrice Cenci - G. Reni - Gall. Barberini,22225
17362,Whetstone Handle in the Form of a Leaping Ibex,77661
20920,Poppi--Casentino. Il Piano di Campaldino Veduto da una Finestra di Castello,24105
22476,Ciborio di Benedetto da Maiano,23179
6281,Socketed Spearhead,77658
15857,"Diana, Museum of Naples",19002
2902,"Red-Ware Fragment with Thecla, the Disciple of St. Paul",37428
27898,Small Vessel,26242
27729,Vessel,25832
24401,Doll,10332
37654,Seated Statuette of Wadjet,98021
3935,One of Refugee Camps near Jericho,26553
39285,Fragment,89182
12715,Cameo with Male Offerant,12185
29411,Human Body Figurine,29230
19022,Black-Figure Pottery Sherd,106012
27956,Metallic Ware Decorated Vessel,26305
27157,"Stamp Seal: Senmury or Griffin in Striding Heraldic Pose, its Curled Wings Raised",22570
5142,Oil Lamp with Bush Spirit,18034
32089,Sealing with Dexiosis Between Jupiter Dolichenus and Vespasian (?),36275
28378,Deep Bowl,26924
15032,Globular Vessel with Post Firing Incising,29663
39274,Fragment,89161
39480,Fragment,90241
27915,Offering Cup,26259
13381,Black-Figure Fragment,18484
35710,Basket with Handle,65851
13529,Tile Fragment,11602
27907,Plaque of a Goddess,26251
21394,Coin,111540
7213,Bracelet with Half-Twist Form,18685
27754,Piriform Vessel,26166
28594,Black Topped Bowl with Incised Designs,27312
22120,Coin,111534
27992,Head of a Rider,26479
15491,"Napoli, S. Giov. a Carbonara",23103
38225,Seated Osiris,81767
29277,Animal Body Figurine,28773
12874,Red-Figure Lekanis Fragment: Seated Youth with a Fillet,18102
28130,Spindle Whorl,26697
28500,Female Fertility Idol,27290
10222,Ornament,109065
33221,Two Textile Strips,45421
11625,Pyxis (Cosmetic Jar),60101
27912,Small Vessel,26256
18151,Votive Axe Head,36506
1002,Untitled (Man and Woman Shaking Hands),27372
13489,"Intaglio with Portrait Bust of Ptolemaic Queen, perhaps Arsinoe II",12036
14967,Spear Point,11697
21924,"Coin of Constantine The Great (Obverse: Portrait of Constantinus Wearing a Wreath [CONSTANTINUS AUG(ustus)] (Constantinus Augustus), Reverse: Wreath [D(omini) N(ostri) CONSTANTINI MAX(imi) AUG(usti)] (Of our Lord Constantinus the Greatest Augustus))",111321
31139,Offering Cup,33120
18113,"Foligno, Chiesa di Santa Maria in fra Portas",23796
36749,Figure,72599
37868,Intaglio with Ibis in a Ring,83406
19311,Footed Shallow Bowl with Geometric Patterns,27495
38648,Jug with Spout,82534
31140,Offering Cup,33121
3657,Untitled (Man in Front of Domed Structure),26442
29086,Ribbed Vessel,28437
35461,Ribbed Sprinkler Flask,64097
14168,Incised Bowl with Reclining K'awiil (Lightning Deity),9617
10349,The Annual NRA Squirrel Hunt & BBQ,74473
37641,Bottle,82888
13324,Red-Figure Cup Fragment,18422
40504,"Two photographs, Chicago",105323
38681,Doll,82591
5105,Tripod Vessel with Applique Face on Neck,31305
37894,Earring,83440
20772,"Pisa, Battistero, Architrave della Porta a Tramontana",24081
29106,Head Fragment from a Human Figurine,28505
31353,Olla with Polychrome Designs,70428
32561,AE3 of Constantine,112248
21044,Black Figure Pottery Sherd,106305
24215,Eye Idol,18733
18365,"Lucca, Chiesa di S. Frediano, L'interno",23887
37955,Two Fingers Amulet,101896
21315,Coin,111546
7037,Pot,16555
13165,Red-Figure Fragment,18133
19151,Black-Figure Pottery Sherd,106835
39130,Fragment,84816
14632,Fragment of a Book of the Dead,9289
40096,Pedestal Bowl with Flaring Sides,92954
10162,The Marriage of Jim and Dolly,74463
913,"Pottery Fragment (Body) Depicting a Lion, a Peacock, and Rosettes",109023
13401,Red-Figure Cup Fragments with Battle Scene,95554
22018,"Coin of Constantine The Great (Obverse: Portrait of Constantinus Wearing a Wreath [CONSTANTINUS AUG(ustus)] (Constantinus Augustus), Reverse: Wreath [D(omini) N(ostri) CONSTANTINI MAX(imi) AUG(usti)] (Of our Lord Constantinus the Greatest Augustus))",111337
3669,Rocky Terrain of Jordan,26555
29821,Saucer,46632
2517,Whistle in the Form of a Female,30705
12177,Red-Figure Cup Fragment with Knee,18199
25169,Heart Scarab,108240
14730,Roller Stamp with Zigzag Designs,11262
6253,Coin,111903
35508,Coin,64203
25748,Hadra Vase,15495
21180,Pottery Fragment (Body) Depicting the Feet of a Bird,108518
10216,Red-Figure Column-Krater Fragment: Komast,95542
26188,"Scarab Ring with Pegasus, Bellerophon, and Chimaera",30245
18278,Arrowhead,27489
10311,"Female ""Idol""",9488
20287,Ram Head Cap Crest Mask,18625
18444,Statuette of a Horse,30114
23950,Red-Figure Parade Cup Fragment with Draped Figure,92042
12838,Red-Figure Hydria Fragment,109464
18409,"Grotta di S. Rosalia, Palermo",23140
32132,Finger Ring with Square Bezel Engraved with a Rose,36332
28355,Partial Vessel in Pieces,26903
14855,Eshu/Elegba Staff (Opa),18049
28375,Squat Aryballos,26930
38167,Omphalos Bowl,81678
35290,Mayan Ruins,60497
27573,Husking Tray Fragment,25378
29493,Torso from a Human Figurine,29035
31924,Cuneiform Tablet: Old Babylonian Administrative List of Names,35732
31750,Brewing Vessel,35291
11627,Fragment,109571
10228,Red-Figure Hydria Fragment: Bearded Male,92014
87,Standing Shaman with Batons Pendant,30589
24202,Amphora,10024
39165,Rim Fragment,85194
31752,Ritual Cone,35294
27509,Mud Brick with Cuneiform Inscription,25182
24022,Red-Figure Cup Fragment with Kaduceus and Sybene (Interior) and Symposium (Exterior),96678
11383,Christ as the Man of Sorrows with the Instruments of the Passion,9447
15902,"A: Venus of Capua; B: Minerva, Museum of Naples",25078
1513,Red-Figure Fragment,109025
33194,Galierie Lambert Poster,45341
2486,Drinking Vessel with Glyphs Below Rim,28040
33689,Abraham's Sacrifice,50227
9652,"Cup Fragment Depicting a Symposium, Attributed to the Nikosthenes Painter",109035
31346,Seed Jar with Spider and Lightning Motifs,50089
28524,White Slip Ware Pitcher,27350
503,Figure,25784
15035,Celt Pendant in Human/Avian Form,29519
20478,"Battle of the Pictures (Top Panel), Three Characters and Four Caricatures (Bottom Panel)",30304
38946,Tetradrachm,87138
26180,Bevel Rim Bowl,75058
885,Elbow Pipe,31766
34651,La jolie fille en chemise or Menu pour Mademoiselle Douce,59589
15805,Madonna col S. Bambino di C. Dolci (Borgnese),22227
4597,Cinerary Urn of Gaius Pompeius Ireneus,41533
12937,Red-Figure Skyphos Fragment with Palmette and Root,18166
22065,Shango Staff,25812
31119,Cylinder Seal: Contest Scene,32682
20516,Pestle with Raptor Head,30727
22040,Head of Bodhisattva,94584
7118,Katanga Cross ?,26430
13041,Mold for a Marguerite,10135
21078,Blade,11724
27909,Lower Fragment of a Plaque,26253
3842,Pottery Sherd,106837
35061,Human Effigy Vessel,58150
36679,Female Figure,72476
25351,Arrowhead,46584
25132,Ringstone: Wolf with Two Inscriptions in Pehlevi and Kufic,13642
26800,Ellipsoid Stamp Seal with Canine Standing in Profile,19650
39422,Fragment,90006
36443,Page from an Emblem Book: Deo Misericordi,76929
5746,Sealing with a Pantheistic Fortuna,54953
14002,"Venere Detta di Milo, Parigi, Museo del Louvre",26284
3685,Cap Crest Mask,26424
37601,Dress Adornment,82831
14051,"Lucio Vero, Vatican, Rome",18936
22092,Refugee Children from Bedouin Tribe Eating Remains of Dinner Served to Guests,27415
38844,Tetradrachm,86147
21454,Black-Figure Pottery Sherd,106082
4357,Vessel Rim Fragment with Fish,110428
11512,Necklace Bead: Double Rosette,47203
2977,Warrior's Helmet,21792
12831,"Red-Figure Amphora Fragment with Satyr, perhaps Eating Grapes",12274
27738,Decorated Vessel,75063
27535,Small Vessel with Painted Decoration,25290
954,"Cuneiform Tablet: Oxen, Sheep (or Cattle) Taken",47490
20461,"Coin, Obverse: Portrait of a Head",110757
27905,Head of a God,26249
25400,Sealing with Woman Riding a Hippocamp,109511
27313,Comb Amulet,52945
2762,Vessel with Handles,27641
31815,Cuneiform Tablet: Proto-Cuneiform Administrative Text,35472
10598,Mola (Blouse Panel) with Four Monkeys,35945
37588,Jar,82803
19673,Axe Head,45676
36417,Portrait of Jacques de Gheyn,71721
26838,"Cylinder Seal with Bull, Coiled Snake, and Winged Deity Grasping a Bird (?), Two Floral Fillers",19841
12537,Bucchero Hut Urn,107981
18128,"Firenze, Oratorio di S. Sebastiano o dei Bini-Via Romano Ancona con la Pieta, la Vergine e Santi",23755
35417,Red-Figure Amphora with Two Heads in Three-Quarter View,61703
12714,Royal Head,9407
26789,Bead,99135
10296,Bracelet,39273
38876,Tetradrachm,86238
36721,Mask,72565
38108,Intaglio,83939
19149,Black-Figure Pottery Sherd,106392
12395,Jug,107883
28592,Black Topped Bowl with Incised Designs,27310
36684,Bird Head Sculpture,72481
20378,Mosaic Glass Fragment,54885
23881,Red-Figure Cup Fragment with Satyrs Attacking Maenads,97258
29630,Human Torso Figurine,29338
350,Cylinder Vessel with Supernatural Heads,9518
36384,Ornamental Panels with Artists' Tools,72138
17408,Stylized Frog Pendant,29908
39280,Fragment,89172
2115,Coin,112200
19889,Head of Weary Herakles,32876
18636,Mirror,17796
2122,Black-Figure Pottery Sherd (Band Cup),106341
24922,"Intaglio with Cock and Conjoined Heads of Bearded Male, Ram and Horse",26491
12949,Mold for a Udjat Eye,10140
17322,Design for an Ewer with Bacchic Scene,20565
20639,"Niobide, Uffizi",21359
38615,Jug,82497
2862,Stone Fragment,27479
31757,Pipe Bowl,35320
16838,Jar,74935
27804,Impressed Decorated Vessel,75069
6,Perfume Vessel (Amphoriskos),45655
12773,Spindle Whorl with Circles,32830
16194,Pictured: Large City at Foot of Mountain,22064
38960,Tetradrachm,87215
29174,Animal Head Figurine,28601
20302,"Messina, Fontana del Duomo",23085
40041,Tripod Bowl with Peccary (?) Effigy Supports,92863
37704,Mut,83017
29599,Human Head Figurine,29307
21466,Three Needles,30584
40475,"Two photographs, Chicago",105265
40837,Fragments from a Book of the Dead,10641
13214,Red-Figure Fragment,18448
12925,Little Master Lip-Cup Fragment with Ram,12273
24273,Funeral Cone of Mentuemhat,11337
381,Skyphos,107425
16625,Mirror Disk,35787
26919,Engraved Finger Ring with Cat Seated in Profile with Mouth Open and One Paw Raised,21061
34656,Les bateaux,59605
11245,"The Birds (Les Oiseaux), from Xylographies",9449
39458,Shard,90162
39473,Fragment,90217
28065,Vessel,26627
16218,Spouted Blackware Bottle with Sican Lord and Attendants,11029
6884,Intaglio of an Archer,10951
21616,"Coin, Obverse: [CONSTANTINUS AUG] Constantinus Augustus, Reverse: [PROVIDENTIAE AUGG] To the Foresight of the Two Augusti",111447
2472,Flute in the Form of a Seashell with Deer and Feline Motifs,9511
24169,Red-Figure Calyx-Krater Fragment with Funeral Mound of Hector,91689
38336,"Shabti of God's Father, Ankh(efen)Mut",103650
18238,Batten,34815
18162,"Firenze, Chiesa di Orbetello, la porta",23749
24832,Finial in the Form of a Ram's Head,13233
37487,Amulet of Nefertum,82295
38677,Bowl,82587
17944,Private Garden with Sculptural Niche,23238
19771,Coin,111813
16058,Cup with Running Figures,11116
7734,Miniature Qero (Drinking Cup),11975
19962,Coffin of Nebetit,87512
18887,"Recto: Seated Woman with Cane, Verso: Seated Woman with Cane in Profile",91422
36439,Page from an Emblem Book: Misericordias Memori,76909
28433,A Reclining Banqueter,27274
27986,Bowl,26472
29192,Conical Bowl,28619
29829,Bowl Rim Fragment with Relief Applique of Okeanos,110080
38101,Cylinder Seal,83915
16938,Mace Head and Handle,27660
10351,Couch Attachment in the Form of a Mule's Head,12103
36292,Machete with Sheath,70846
30059,The Calling of Peter and Andrew,33116
26777,Finger Ring with Intaglio Gem Depicting a Bunch of Grapes,98175
19343,Ekon Marionette Figure,26012
27197,Scarab of Thutmose III (Menkheperre),22859
32820,The Assumption of Enoch,72145
19189,Black-Figure Pottery Sherd,106024
37486,Horus the Child,82293
29208,Incense Holder with Incised Decorated Stem,28635
35297,Mayan Ruins,60521
16103,"Roma, Acquasantiera di S. Pietro",21811
9855,Oinochoe or Hydria Fragment,108650
6434,Vessel Fragment Depicting Quadruped,110446
25242,Cameo in the Form of a Bearded Head,13754
9689,Kyathos Fragments Depicting a Sphinx,106891
18125,"Firenze, Palazzo Vecchio, Quartiere di Eleonora, Dispensina, Il Soffitto",23736
24005,Red-Figure Cup Fragment with Palmette Border,97219
22214,"A Group of Children in the ""Friends School"" in Ramalla (Priviledged)",27393
36405,Martyrdom of St. Lawrence,76628
23907,Figurine of a Bull,12358
29170,Animal Head Figurine,28597
38317,Shabti,85515
26062,Ptah,105577
29295,Animal Head Figurine,28941
11480,"Cortona, Chiesa di S. Maria Nuova",26127
26816,Scarab Intaglio with a Sphinx,99162
38795,Tetradrachm,86047
17962,Fontana degli Ammanati,23051
39194,Miniature Bowl,85624
39049,Armour,84468
38153,Pin with Decorative Head,81650
1957,Pottery Fragment (Body) with Incised Lines,108422
10246,"Victory, Athens",18992
28995,Head Fragment from a Human Figurine,28489
40144,Mask,94319
12787,"Shabti in the Name of Horoudja, Son of Chedit and Servant and Prophet of Neith",10945
